Date,Time,Test_ID,Experimental,Pressure,dac_bits,mass,slide,time
2025-01-24,21:48:43:131,0,0.0072,6.069375405796361,613.6657878202209,0.424,0.0011,293.4001
2025-01-24,21:48:43:326,0,0.0069,6.028476086195458,609.8539712334167,0.424,0.0005,293.602
2025-01-24,21:48:43:526,0,0.0061,6.004077264958947,607.5800010941739,0.424,0.0001,293.7997
2025-01-24,21:48:43:727,0,0.0053,5.995733564371324,606.8023681994074,0.424,0.0,294.0007
2025-01-24,21:48:43:952,0,0.0051,6.0040431081029695,709.7836909589719,0.424,0.0001,294.1999
2025-01-24,21:48:44:147,0,0.0051,6.02895920459404,712.1482285159744,0.424,0.0005,294.4009
2025-01-24,21:48:44:325,0,0.0051,6.069843440683044,716.0281425208209,0.424,0.0012,294.6019
2025-01-24,21:48:44:525,0,0.0051,6.12538798668481,721.2993199363885,0.424,0.002,294.8019
2025-01-24,21:48:44:728,0,0.0051,6.19394380522336,727.8052671156969,0.424,0.0031,295.0007
2025-01-24,21:48:44:937,0,0.0051,6.27482504252513,735.4808965356349,0.424,0.0043,295.2012
2025-01-24,21:48:45:123,0,0.0051,6.364767131940948,744.0164008211959,0.424,0.0057,295.4001
2025-01-24,21:48:45:329,0,0.0051,6.463855952175653,753.4199298614694,0.424,0.0073,295.6023
2025-01-24,21:48:45:529,0,0.0052,6.566857281317975,763.1947559970758,0.424,0.0089,295.802
2025-01-24,21:48:45:726,0,0.0052,6.672675010289537,773.2368584764771,0.424,0.0105,296.0022
2025-01-24,21:48:45:928,0,0.006,6.7782202629171255,783.2531029508352,0.424,0.0122,296.2019
2025-01-24,21:48:46:129,0,0.0072,6.881439735322929,793.048630882146,0.424,0.0138,296.4022
2025-01-24,21:48:46:326,0,0.0088,6.978456721666547,802.2555428861554,0.424,0.0153,296.6003
2025-01-24,21:48:46:575,0,0.0109,7.06889048491377,810.8377070183168,0.424,0.0167,296.8004
2025-01-24,21:48:46:728,0,0.0123,7.149795280066113,818.5155720782741,0.424,0.0179,297.0011
2025-01-24,21:48:46:944,0,0.0137,7.218681111248057,825.0528374574407,0.424,0.019,297.2014
2025-01-24,21:48:47:132,0,0.0146,7.273626047104778,830.2671118702435,0.424,0.0199,297.3999
2025-01-24,21:48:47:332,0,0.0154,7.31434585264055,834.1314214155882,0.424,0.0205,297.6007
2025-01-24,21:48:47:531,0,0.016,7.33924337857127,836.4941966264136,0.424,0.0209,297.8032
2025-01-24,21:48:47:727,0,0.0161,7.347302515197534,837.2590086922461,0.424,0.021,298.0002
2025-01-24,21:48:47:924,0,0.0161,7.338968063932047,731.9918235584668,0.424,0.0209,298.2002
2025-01-24,21:48:48:129,0,0.0161,7.313783870181102,729.6446567008787,0.424,0.0205,298.4027
2025-01-24,21:48:48:329,0,0.0161,7.273002027620585,725.8437889742386,0.424,0.0198,298.6027
2025-01-24,21:48:48:530,0,0.0161,7.2182148198856,720.7376212133379,0.424,0.019,298.8001
2025-01-24,21:48:48:748,0,0.0161,7.148701319982714,714.258963022389,0.424,0.0179,299.0018
2025-01-24,21:48:48:924,0,0.016,7.068490285283555,706.7832945884273,0.424,0.0167,299.2006
2025-01-24,21:48:49:126,0,0.016,6.977794993402607,698.330493385123,0.424,0.0153,299.4011
2025-01-24,21:48:49:348,0,0.016,6.879812175732576,689.1984947782761,0.424,0.0137,299.601
2025-01-24,21:48:49:529,0,0.0159,6.776020178627827,679.5250806481135,0.424,0.0121,299.8023
2025-01-24,21:48:49:728,0,0.0158,6.671025149807938,669.7395439620998,0.424,0.0105,300.0009
2025-01-24,21:48:49:927,0,0.0151,6.565451514227853,659.9000811260358,0.424,0.0089,300.2007
2025-01-24,21:48:50:129,0,0.014,6.461688711017102,650.2293878667939,0.424,0.0072,300.402
2025-01-24,21:48:50:325,0,0.0123,6.363802841403386,641.1064248187956,0.424,0.0057,300.6019
2025-01-24,21:48:50:548,0,0.0106,6.273507222040677,632.6908730941911,0.424,0.0043,300.8018
2025-01-24,21:48:50:728,0,0.0091,6.193149285288806,625.2015133889167,0.424,0.0031,301.0014
2025-01-24,21:48:50:928,0,0.0078,6.1243997328259265,618.7940550993764,0.424,0.002,301.2013
2025-01-24,21:48:51:132,0,0.0071,6.068860579585134,613.6178060173345,0.424,0.0011,301.4022
2025-01-24,21:48:51:326,0,0.0064,6.028650179116663,609.8701966936729,0.424,0.0005,301.601
2025-01-24,21:48:51:529,0,0.0057,6.0040028691857446,607.5730674081115,0.424,0.0001,301.8006
2025-01-24,21:48:51:749,0,0.0057,5.995734208849564,606.8024282647793,0.424,0.0,302.0019
2025-01-24,21:48:51:931,0,0.0052,6.0043131435130315,709.8093173193868,0.424,0.0001,302.2031
2025-01-24,21:48:52:129,0,0.0052,6.02905882064789,712.1576820794849,0.424,0.0005,302.4015
2025-01-24,21:48:52:328,0,0.0052,6.069576803117869,716.0028386158858,0.424,0.0011,302.6008
2025-01-24,21:48:52:530,0,0.0052,6.125328260843341,721.2936519540331,0.424,0.002,302.8017
2025-01-24,21:48:52:729,0,0.0053,6.194675152815067,727.87467200215,0.424,0.0031,303.0027
2025-01-24,21:48:52:948,0,0.0053,6.27472626985044,735.4715230088068,0.424,0.0043,303.201
2025-01-24,21:48:53:129,0,0.0053,6.365835020255125,744.1177434222114,0.424,0.0058,303.4023
2025-01-24,21:48:53:328,0,0.0053,6.463160975310216,753.3539765569395,0.424,0.0073,303.6009
2025-01-24,21:48:53:548,0,0.0053,6.567082723054953,763.2161504179151,0.424,0.0089,303.8024
2025-01-24,21:48:53:731,0,0.0054,6.673543123165209,773.3192423883784,0.424,0.0105,304.0038
2025-01-24,21:48:53:930,0,0.0056,6.7781201116418845,783.2435985948149,0.424,0.0122,304.2017
2025-01-24,21:48:54:125,0,0.007,6.881206184170949,793.0264668778232,0.424,0.0138,304.4017
2025-01-24,21:48:54:389,0,0.0093,6.978889764427507,802.2966386441705,0.424,0.0153,304.6012
2025-01-24,21:48:54:570,0,0.0109,7.0688252041230255,810.8315118712752,0.424,0.0167,304.8002
2025-01-24,21:48:55:056,0,0.0123,7.14981839189886,818.5177653912018,0.424,0.0179,305.0012
2025-01-24,21:48:55:325,0,0.0138,7.3143782903005485,834.1344997495221,0.424,0.0205,305.6009
2025-01-24,21:48:55:530,0,0.0154,7.339098625513534,836.4804595612344,0.424,0.0209,305.8014
2025-01-24,21:48:55:726,0,0.0165,7.3473012987852835,837.2588932547235,0.424,0.021,306.0026
2025-01-24,21:48:55:948,0,0.0167,7.338920623854302,731.987402143221,0.424,0.0209,306.2007
2025-01-24,21:48:56:130,0,0.0167,7.313799278069599,729.6460927160866,0.424,0.0205,306.4026
2025-01-24,21:48:56:328,0,0.0166,7.273320727630057,725.8734918151213,0.424,0.0199,306.6013
