Date,Time,Test_ID,Laser experimental,Pressure,dac_bits,mass,Unity theoretical,time,slide_1,frecuencia,Force
45684,,21.6,0.05394,17.80853076501668,1729.7550672995553,4.741000000000001,0.063,10.598276000000002,0.063,0.25Hz,97.21299999999998
45684,,21.6,0.05392,17.80853076501668,1729.7550672995553,4.741000000000001,0.063,10.799828000000007,0.063,0.25Hz,97.21299999999998
45684,,21.6,0.05394,17.80853076501668,1729.7550672995553,4.741000000000001,0.063,10.999336000000001,0.063,0.25Hz,97.21299999999998
45684,,21.6,0.05392,17.80853076501668,1729.7550672995553,4.741000000000001,0.063,11.199146000000002,0.063,0.25Hz,97.21299999999998
45684,,21.6,0.0539,17.80853076501668,1729.7550672995553,4.741000000000001,0.063,11.398984000000008,0.063,0.25Hz,97.21299999999998
45684,,21.6,0.05394,17.80853076501668,1729.7550672995553,4.741000000000001,0.063,11.598063999999999,0.063,0.25Hz,97.21299999999998
45684,,21.6,0.05394,16.997589265090916,1654.1753195064734,4.741000000000001,0.0504,11.798544000000003,0.0504,0.25Hz,92.786242
45684,,21.6,0.051539999999999996,13.753823265387847,1351.856328334147,4.741000000000001,0.0,11.999476000000001,0.0,0.25Hz,75.07921000000003
45684,,21.6,0.04014,13.753823265387847,1351.856328334147,4.741000000000001,0.0,12.198614000000003,0.0,0.25Hz,75.07921000000003
45684,,21.6,0.022539999999999998,13.753823265387847,1351.856328334147,4.741000000000001,0.0,12.398138000000001,0.0,0.25Hz,75.07921000000003
45684,,21.6,0.00712,13.753823265387847,1351.856328334147,4.741000000000001,0.0,12.598872000000004,0.0,0.25Hz,75.07921000000003
45684,,21.6,0.0026799999999999997,13.753823265387847,1351.856328334147,4.741000000000001,0.0,12.800516000000005,0.0,0.25Hz,75.07921000000003
45684,,21.6,0.003,13.753823265387847,1351.856328334147,4.741000000000001,0.0,13.000142000000006,0.0,0.25Hz,75.07921000000003
45684,,21.6,0.003,13.753823265387847,1351.856328334147,4.741000000000001,0.0,13.199166000000002,0.0,0.25Hz,75.07921000000003
45684,,21.6,0.003,13.753823265387847,1351.856328334147,4.741000000000001,0.0,13.397170000000006,0.0,0.25Hz,75.07921000000003
45684,,21.6,0.003,13.753823265387847,1351.856328334147,4.741000000000001,0.0,13.599608000000007,0.0,0.25Hz,75.07921000000003
45684,,21.6,0.003,14.564764765313615,1447.4909765873344,4.741000000000001,0.0126,13.799414000000008,0.0126,0.25Hz,79.50596800000002
45684,,21.6,0.00756,17.80853076501668,1809.9746691399782,4.741000000000001,0.063,14.000140000000005,0.063,0.25Hz,97.21299999999998
